DESCRIPTION,FAMILY_ID,Loblolly pine,Sugar pine,Norway spruce,Douglas-fir
OG0004482,3755,0,0,5,2
OG0004483,3756,1,2,2,2
OG0004484,3757,1,1,1,1
OG0004485,3758,1,1,1,3
OG0004486,3759,1,1,3,1
OG0004488,3760,1,2,3,1
OG0004489,3761,1,1,3,1
OG0004490,3762,1,1,2,3
OG0004491,3763,1,1,1,1
OG0004492,3764,0,0,1,6
OG0004494,3765,5,0,1,1
OG0004497,3766,2,1,1,1
OG0004500,3767,2,1,1,1
OG0004501,3768,0,3,3,1
OG0004503,3769,1,2,1,1
OG0004507,3770,2,1,1,1
OG0004508,3771,1,4,1,1
OG0004509,3772,1,1,3,2
OG0004510,3773,2,1,3,1
OG0004511,3774,2,1,1,2
OG0004512,3775,3,2,1,1
OG0004513,3776,1,1,2,1
OG0004514,3777,1,2,1,1
OG0004516,3778,2,1,1,1
OG0004517,3779,1,1,4,1
OG0004518,3780,1,2,3,1
OG0004519,3781,0,3,2,2
OG0004520,3782,1,1,2,2
OG0004521,3783,2,0,3,1
OG0004522,3784,2,2,1,1
OG0004523,3785,3,0,2,2
OG0004524,3786,1,0,5,1
OG0004525,3787,1,1,4,1
OG0004527,3788,1,1,4,1
OG0004528,3789,2,1,3,1
OG0004529,3790,2,1,2,1
OG0004530,3791,0,0,1,5
OG0004532,3792,2,1,2,2
OG0004533,3793,4,0,1,2
OG0004535,3794,1,1,1,1
OG0004536,3795,2,2,1,2
OG0004537,3796,3,0,3,1
OG0004538,3797,3,1,1,1
OG0004539,3798,1,2,2,1
OG0004540,3799,2,2,2,1
OG0004541,3800,2,1,2,2
OG0004542,3801,1,2,1,1
OG0004544,3802,0,2,3,2
OG0004546,3803,2,0,3,2
OG0004548,3804,3,1,1,1
OG0004549,3805,2,1,2,2
OG0004550,3806,1,1,2,2
OG0004551,3807,2,2,1,1
OG0004552,3808,1,2,3,1
OG0004553,3809,1,2,3,1
OG0004554,3810,1,1,1,2
OG0004555,3811,2,2,1,1
OG0004556,3812,1,1,3,1
OG0004557,3813,1,2,1,1
OG0004558,3814,1,2,3,1
OG0004559,3815,1,1,2,1
OG0004560,3816,2,1,1,3
OG0004562,3817,1,3,1,1
OG0004563,3818,2,2,2,1
OG0004564,3819,1,1,1,1
OG0004565,3820,1,1,3,1
OG0004566,3821,1,0,3,1
OG0004567,3822,2,1,2,1
OG0004568,3823,1,2,2,1
OG0004569,3824,2,1,3,1
OG0004570,3825,1,1,3,1
OG0004572,3826,1,1,1,1
OG0004573,3827,1,4,1,1
OG0004574,3828,4,0,2,1
OG0004576,3829,1,1,1,1
OG0004577,3830,2,2,2,1
OG0004579,3831,1,1,1,3
OG0004580,3832,1,1,1,1
OG0004581,3833,2,1,2,2
OG0004582,3834,4,1,1,1
OG0004583,3835,1,1,1,2
OG0004584,3836,3,1,1,1
OG0004585,3837,1,2,1,1
OG0004587,3838,2,1,2,1
OG0004588,3839,0,1,1,1
OG0004589,3840,1,1,3,1
OG0004590,3841,3,1,2,1
OG0004591,3842,1,1,1,1
OG0004592,3843,1,1,4,1
OG0004593,3844,1,2,2,2
OG0004594,3845,2,2,1,1
OG0004595,3846,1,0,5,1
OG0004596,3847,1,2,3,1
OG0004597,3848,1,1,2,2
OG0004598,3849,2,2,2,1
OG0004599,3850,2,1,1,1
OG0004601,3851,2,1,2,1
OG0004602,3852,1,1,3,2
OG0004604,3853,1,1,1,1
OG0004605,3854,1,2,3,1
OG0004606,3855,2,2,2,1
OG0004610,3856,1,0,2,1
OG0004611,3857,0,0,2,5
OG0004612,3858,1,2,3,1
OG0004614,3859,1,1,2,1
OG0004617,3860,1,1,1,3
OG0004618,3861,0,0,3,4
OG0004619,3862,2,1,1,1
OG0004621,3863,4,1,1,1
OG0004622,3864,3,1,2,1
OG0004624,3865,1,1,1,4
OG0004625,3866,2,1,2,2
OG0004626,3867,2,1,2,2
OG0004627,3868,1,2,1,1
OG0004628,3869,2,2,1,2
OG0004630,3870,1,1,3,2
OG0004631,3871,1,1,3,1
OG0004634,3872,0,1,3,3
OG0004635,3873,2,1,2,2
OG0004636,3874,1,1,4,1
OG0004637,3875,2,1,2,2
OG0004638,3876,1,1,4,1
OG0004639,3877,1,3,1,1
OG0004640,3878,1,3,1,1
OG0004641,3879,1,1,2,2
OG0004642,3880,1,1,2,1
OG0004643,3881,1,1,1,2
OG0004644,3882,1,1,1,4
OG0004645,3883,2,1,1,3
OG0004646,3884,0,0,2,3
OG0004647,3885,2,2,1,1
OG0004650,3886,1,2,2,2
OG0004651,3887,3,2,1,1
OG0004654,3888,2,1,1,1
OG0004657,3889,3,2,1,1
OG0004660,3890,2,1,2,1
OG0004661,3891,2,2,2,1
OG0004662,3892,2,3,1,1
OG0004663,3893,2,1,2,1
OG0004664,3894,3,2,1,1
OG0004665,3895,0,0,3,4
OG0004669,3896,2,2,1,2
OG0004671,3897,1,4,1,1
OG0004672,3898,1,2,3,1
OG0004673,3899,1,2,1,2
OG0004674,3900,2,1,1,3
OG0004675,3901,1,2,3,1
OG0004676,3902,1,1,1,2
OG0004677,3903,4,0,1,2
OG0004679,3904,1,1,3,1
OG0004680,3905,2,2,2,1
OG0004681,3906,1,1,3,2
OG0004682,3907,1,2,1,2
OG0004683,3908,1,2,3,1
OG0004684,3909,1,0,5,1
OG0004685,3910,2,2,1,2
OG0004688,3911,1,1,3,1
OG0004689,3912,3,2,1,1
OG0004691,3913,1,2,1,2
OG0004693,3914,5,0,1,1
OG0004694,3915,2,2,2,1
OG0004696,3916,1,3,2,1
OG0004697,3917,1,1,3,2
OG0004698,3918,2,1,2,1
OG0004699,3919,1,1,2,1
OG0004702,3920,1,4,1,1
OG0004704,3921,1,3,2,1
OG0004705,3922,1,1,4,1
OG0004706,3923,2,1,2,2
OG0004707,3924,1,2,2,2
OG0004708,3925,2,2,1,1
OG0004709,3926,2,1,1,1
OG0004710,3927,3,1,1,1
OG0004711,3928,1,1,2,1
OG0004712,3929,2,1,2,1
OG0004713,3930,1,1,3,1
OG0004714,3931,1,1,4,1
OG0004715,3932,1,1,1,1
OG0004716,3933,1,2,2,2
OG0004717,3934,2,1,2,1
OG0004719,3935,2,0,1,4
OG0004720,3936,3,0,2,1
OG0004723,3937,1,1,3,2
OG0004724,3938,1,2,2,1
OG0004725,3939,1,1,1,4
OG0004726,3940,1,2,2,1
OG0004727,3941,1,2,2,2
OG0004729,3942,3,2,1,1
OG0004730,3943,2,2,2,1
OG0004731,3944,2,3,1,1
OG0004732,3945,1,1,1,1
OG0004734,3946,1,0,5,1
OG0004735,3947,2,2,2,1
OG0004736,3948,2,1,2,2
OG0004737,3949,2,0,2,3
OG0004738,3950,0,3,2,2
OG0004739,3951,1,1,3,1
OG0004741,3952,1,1,3,2
OG0004743,3953,1,2,1,1
OG0004744,3954,3,1,1,2
OG0004745,3955,1,0,2,2
OG0004746,3956,3,0,2,1
OG0004747,3957,3,1,1,1
OG0004750,3958,2,1,2,1
OG0004754,3959,1,2,2,1
OG0004755,3960,2,1,3,1
OG0004756,3961,1,2,3,1
OG0004757,3962,1,2,2,2
OG0004759,3963,2,2,2,1
OG0004760,3964,2,1,1,3
OG0004761,3965,1,1,3,1
OG0004762,3966,1,1,1,1
OG0004763,3967,2,1,3,1
OG0004764,3968,2,1,1,1
OG0004765,3969,1,2,1,3
OG0004766,3970,1,1,2,1
OG0004767,3971,1,2,2,1
OG0004768,3972,2,1,1,1
OG0004769,3973,2,3,1,1
OG0004770,3974,2,1,1,2
OG0004772,3975,3,1,2,1
OG0004773,3976,1,2,1,1
OG0004774,3977,1,2,2,2
OG0004775,3978,1,2,1,2
OG0004777,3979,1,2,2,2
OG0004778,3980,2,1,1,1
OG0004779,3981,1,2,2,2
OG0004781,3982,2,2,2,1
OG0004782,3983,1,1,1,4
OG0004783,3984,1,1,1,4
OG0004784,3985,3,1,1,1
OG0004785,3986,1,2,2,1
OG0004787,3987,1,2,2,2
OG0004788,3988,2,1,3,1
OG0004789,3989,2,1,3,1
OG0004790,3990,2,0,2,1
OG0004792,3991,1,1,2,1
OG0004793,3992,2,2,1,1
OG0004794,3993,3,2,1,1
OG0004795,3994,2,2,1,2
OG0004796,3995,1,2,1,3
OG0004797,3996,1,2,2,1
OG0004798,3997,2,1,1,3
OG0004800,3998,1,1,1,1
OG0004802,3999,2,3,1,1
OG0004803,4000,1,1,2,1
OG0004804,4001,1,2,1,1
OG0004805,4002,2,3,1,1
OG0004806,4003,1,2,2,2
OG0004807,4004,2,1,1,1
OG0004808,4005,2,2,1,2
OG0004809,4006,3,1,1,2
OG0004810,4007,1,1,1,3
OG0004811,4008,1,2,2,2
OG0004812,4009,3,1,2,1
OG0004813,4010,1,2,2,2
OG0004814,4011,2,2,2,1
OG0004815,4012,1,1,2,2
OG0004816,4013,1,2,3,1
OG0004817,4014,2,1,2,1
OG0004818,4015,2,3,1,1
OG0004819,4016,1,2,2,1
OG0004820,4017,1,1,4,1
OG0004821,4018,1,1,3,2
OG0004822,4019,1,1,1,1
OG0004823,4020,1,2,2,2
OG0004824,4021,2,1,2,2
OG0004825,4022,1,2,3,1
OG0004826,4023,2,2,1,2
OG0004827,4024,2,1,2,2
OG0004828,4025,2,2,1,2
OG0004829,4026,1,1,1,1
OG0004830,4027,0,1,5,1
OG0004831,4028,1,3,2,1
OG0004832,4029,1,2,2,2
OG0004833,4030,1,2,1,3
OG0004834,4031,4,0,1,2
OG0004835,4032,2,1,1,3
OG0004836,4033,1,1,2,2
OG0004837,4034,3,2,1,1
OG0004838,4035,2,3,1,1
OG0004840,4036,1,2,1,3
OG0004841,4037,3,1,2,1
OG0004844,4038,4,1,1,1
OG0004845,4039,4,1,1,1
OG0004846,4040,1,1,2,3
OG0004847,4041,1,2,2,2
OG0004849,4042,1,3,2,1
OG0004850,4043,2,2,2,1
OG0004851,4044,1,1,3,2
OG0004854,4045,2,3,1,1
OG0004855,4046,1,2,2,2
OG0004856,4047,1,0,4,2
OG0004857,4048,2,2,2,1
OG0004858,4049,1,2,3,1
OG0004860,4050,3,1,2,1
OG0004861,4051,2,1,1,1
OG0004862,4052,4,0,1,1
OG0004863,4053,0,1,3,1
OG0004864,4054,1,2,2,2
OG0004865,4055,2,2,1,2
OG0004866,4056,1,1,1,4
OG0004867,4057,2,3,1,1
OG0004869,4058,2,1,1,2
OG0004870,4059,4,1,1,1
OG0004871,4060,1,2,2,2
OG0004872,4061,1,2,1,1
OG0004873,4062,4,0,1,2
OG0004875,4063,1,1,3,1
OG0004876,4064,3,1,1,2
OG0004877,4065,2,1,2,1
OG0004878,4066,1,3,2,1
OG0004879,4067,4,1,1,1
OG0004880,4068,3,0,2,2
OG0004881,4069,1,2,2,2
OG0004882,4070,1,1,1,4
OG0004884,4071,4,1,1,1
OG0004885,4072,2,2,2,1
OG0004886,4073,1,3,1,2
OG0004887,4074,4,1,1,1
OG0004888,4075,3,1,1,1
OG0004889,4076,2,1,3,1
OG0004891,4077,0,1,1,4
OG0004895,4078,1,1,2,2
OG0004896,4079,2,2,2,1
OG0004897,4080,3,1,1,2
OG0004898,4081,1,1,2,2
OG0004899,4082,1,2,2,1
OG0004901,4083,2,1,2,1
OG0004902,4084,2,2,2,1
OG0004903,4085,1,2,2,2
OG0004904,4086,3,1,2,1
OG0004905,4087,0,0,1,4
OG0004906,4088,1,1,3,2
OG0004907,4089,1,1,1,3
OG0004908,4090,1,1,3,2
OG0004909,4091,1,2,2,2
OG0004910,4092,2,3,1,1
OG0004911,4093,3,0,2,2
OG0004912,4094,1,4,1,1
OG0004913,4095,0,0,1,6
OG0004914,4096,2,2,2,1
OG0004915,4097,2,1,2,2
OG0004916,4098,3,1,1,1
OG0004917,4099,0,0,1,4
OG0004918,4100,0,0,1,4
OG0004919,4101,1,3,1,2
OG0004920,4102,1,1,2,1
OG0004921,4103,1,1,2,2
OG0004922,4104,1,2,2,2
OG0004924,4105,1,2,3,1
OG0004926,4106,1,4,1,1
OG0004927,4107,2,2,1,2
OG0004929,4108,1,3,1,2
OG0004930,4109,4,1,1,1
OG0004931,4110,1,3,1,2
OG0004933,4111,1,2,2,2
OG0004934,4112,1,1,1,1
OG0004935,4113,1,4,1,1
OG0004936,4114,2,2,2,1
OG0004937,4115,1,2,2,2
OG0004938,4116,1,1,4,1
OG0004939,4117,2,2,2,1
OG0004940,4118,1,2,1,2
OG0004941,4119,1,2,2,2
OG0004943,4120,2,2,1,2
OG0004944,4121,3,1,2,1
OG0004945,4122,1,3,2,1
OG0004946,4123,1,1,2,2
OG0004947,4124,1,3,1,2
OG0004948,4125,3,1,1,1
OG0004949,4126,1,2,3,1
OG0004950,4127,2,1,2,1
OG0004951,4128,2,1,2,2
OG0004953,4129,2,2,2,1
OG0004954,4130,1,1,2,2
OG0004955,4131,1,3,1,2
OG0004956,4132,1,3,2,1
OG0004957,4133,3,2,1,1
OG0004958,4134,2,1,2,1
OG0004959,4135,4,1,1,1
OG0004960,4136,1,2,2,1
OG0004961,4137,1,3,1,1
OG0004963,4138,0,3,3,1
OG0004964,4139,2,2,2,1
OG0004965,4140,2,2,1,1
OG0004966,4141,1,4,1,1
OG0004967,4142,1,2,2,2
OG0004968,4143,1,2,2,2
OG0004969,4144,1,2,2,2
OG0004970,4145,2,2,2,1
OG0004971,4146,1,1,2,3
OG0004973,4147,3,0,2,1
OG0004975,4148,1,3,1,1
OG0004976,4149,2,2,1,1
OG0004978,4150,2,2,2,1
OG0004979,4151,1,1,3,2
OG0004980,4152,1,3,2,1
OG0004981,4153,0,0,1,1
OG0004982,4154,2,1,2,2
OG0004983,4155,1,2,1,1
OG0004984,4156,1,1,2,2
OG0004985,4157,2,2,2,1
OG0004986,4158,1,1,3,2
OG0004987,4159,2,2,1,2
OG0004988,4160,3,2,1,1
OG0004989,4161,2,1,1,2
OG0004991,4162,2,2,1,1
OG0004992,4163,1,4,1,1
OG0004993,4164,2,2,2,1
OG0004994,4165,3,1,1,1
OG0004995,4166,1,3,2,1
OG0004996,4167,2,2,1,2
OG0004997,4168,2,3,1,1
OG0004998,4169,1,2,1,1
OG0005000,4170,2,1,2,2
OG0005001,4171,3,2,1,1
OG0005003,4172,1,2,2,2
OG0005004,4173,2,2,2,1
OG0005005,4174,0,4,2,1
OG0005007,4175,1,1,1,2
OG0005008,4176,1,1,2,1
OG0005009,4177,1,1,1,3
OG0005012,4178,2,1,2,2
OG0005013,4179,3,2,1,1
OG0005014,4180,2,2,2,1
OG0005015,4181,1,1,1,1
OG0005016,4182,1,1,1,4
OG0005017,4183,1,2,2,2
OG0005018,4184,0,0,1,5
OG0005020,4185,2,1,2,2
OG0005021,4186,1,2,1,2
OG0005022,4187,1,2,2,2
OG0005023,4188,1,0,5,1
OG0005024,4189,4,1,1,1
OG0005025,4190,2,1,1,1
OG0005026,4191,2,0,4,1
OG0005028,4192,2,1,3,1
OG0005029,4193,1,2,3,1
OG0005030,4194,2,2,1,2
OG0005031,4195,1,2,2,2
OG0005032,4196,1,3,1,2
OG0005033,4197,1,2,2,2
OG0005034,4198,2,2,1,2
OG0005035,4199,3,2,1,1
OG0005036,4200,2,2,1,2
OG0005037,4201,1,1,1,4
OG0005038,4202,1,2,1,3
OG0005039,4203,1,2,2,2
OG0005040,4204,1,1,1,1
OG0005041,4205,2,2,2,1
OG0005042,4206,3,1,1,2
OG0005043,4207,2,2,1,2
OG0005044,4208,1,2,1,3
OG0005045,4209,2,2,2,1
OG0005046,4210,1,2,2,2
OG0005047,4211,1,2,2,2
OG0005048,4212,1,2,1,3
OG0005051,4213,1,2,2,2
OG0005052,4214,2,2,1,2
OG0005053,4215,1,2,1,2
OG0005054,4216,2,2,1,2
OG0005056,4217,2,2,1,1
OG0005057,4218,2,1,2,1
OG0005058,4219,2,2,1,2
OG0005059,4220,1,3,1,2
OG0005060,4221,1,3,1,2
OG0005061,4222,2,2,1,2
OG0005062,4223,2,1,2,1
OG0005063,4224,1,2,3,1
OG0005064,4225,1,2,1,1
OG0005065,4226,2,3,1,1
OG0005066,4227,1,1,3,2
OG0005067,4228,4,1,1,1
OG0005068,4229,1,2,1,1
OG0005069,4230,2,2,1,2
OG0005070,4231,0,2,2,3
OG0005071,4232,1,3,2,1
OG0005074,4233,1,2,1,2
OG0005075,4234,1,1,2,2
OG0005077,4235,3,2,1,1
OG0005078,4236,2,2,2,1
OG0005080,4237,2,2,1,2
OG0005081,4238,2,1,2,2
OG0005082,4239,2,2,1,2
OG0005083,4240,1,1,1,4
OG0005084,4241,3,2,1,1
OG0005085,4242,2,2,1,2
OG0005086,4243,1,2,2,2
OG0005087,4244,3,2,1,1
OG0005088,4245,3,2,1,1
OG0005089,4246,3,2,1,1
OG0005090,4247,1,1,1,1
OG0005091,4248,3,1,2,1
OG0005093,4249,4,1,1,1
OG0005094,4250,2,2,2,1
OG0005095,4251,3,1,1,2
OG0005096,4252,0,0,1,5
OG0005097,4253,2,1,1,3
OG0005098,4254,1,2,1,2
OG0005099,4255,2,2,1,1
OG0005100,4256,1,3,1,1
OG0005101,4257,1,1,1,4
OG0005102,4258,2,2,2,1
OG0005103,4259,1,3,1,2
OG0005104,4260,1,4,1,1
OG0005105,4261,2,2,1,2
OG0005106,4262,1,1,1,4
OG0005107,4263,1,1,2,1
OG0005108,4264,3,1,1,2
OG0005110,4265,1,1,2,2
OG0005111,4266,1,2,2,2
OG0005112,4267,2,2,2,1
OG0005113,4268,2,2,2,1
OG0005114,4269,1,2,2,1
OG0005116,4270,1,3,1,2
OG0005117,4271,2,1,1,1
OG0005118,4272,1,3,1,1
OG0005121,4273,1,4,1,1
OG0005122,4274,2,1,2,2
OG0005123,4275,1,3,1,2
OG0005124,4276,2,1,2,2
OG0005126,4277,2,3,1,1
OG0005127,4278,1,0,2,4
OG0005128,4279,2,1,2,1
OG0005129,4280,3,2,1,1
OG0005130,4281,1,2,2,2
OG0005131,4282,2,2,1,2
OG0005132,4283,3,1,1,1
OG0005133,4284,1,2,2,2
OG0005134,4285,1,1,1,1
OG0005135,4286,1,1,1,4
OG0005136,4287,1,3,2,1
OG0005137,4288,3,1,2,1
OG0005138,4289,1,1,1,1
OG0005139,4290,3,0,1,1
OG0005140,4291,1,1,2,3
OG0005141,4292,1,1,1,1
OG0005142,4293,2,1,1,3
OG0005143,4294,1,3,1,1
OG0005144,4295,2,1,1,3
OG0005145,4296,1,1,2,3
OG0005146,4297,2,1,2,2
OG0005147,4298,1,3,2,1
OG0005148,4299,0,0,1,6
OG0005149,4300,1,2,2,2
OG0005150,4301,1,2,1,3
OG0005151,4302,2,0,1,4
OG0005152,4303,2,1,1,3
OG0005153,4304,3,2,1,1
OG0005154,4305,1,2,2,2
OG0005155,4306,1,2,2,2
OG0005156,4307,2,2,2,1
OG0005157,4308,1,1,1,2
OG0005158,4309,2,3,1,1
OG0005159,4310,1,3,1,2
OG0005160,4311,1,1,1,2
OG0005161,4312,1,4,1,1
OG0005162,4313,1,1,3,1
OG0005163,4314,2,1,2,2
OG0005164,4315,3,0,1,2
OG0005165,4316,1,3,1,2
OG0005166,4317,1,0,5,1
OG0005167,4318,2,2,1,2
OG0005168,4319,2,2,2,1
OG0005169,4320,2,1,1,1
OG0005170,4321,1,2,2,2
OG0005171,4322,2,1,2,2
OG0005173,4323,1,1,1,2
OG0005174,4324,1,2,2,2
OG0005175,4325,3,2,1,1
OG0005176,4326,3,1,1,1
OG0005178,4327,3,2,1,1
OG0005179,4328,2,2,2,1
OG0005180,4329,2,2,1,1
OG0005181,4330,1,2,2,2
OG0005182,4331,1,2,2,2
OG0005183,4332,3,1,2,1
OG0005184,4333,3,1,1,2
OG0005185,4334,3,2,1,1
OG0005186,4335,1,2,2,2
OG0005187,4336,1,4,1,1
OG0005188,4337,2,2,1,2
OG0005189,4338,3,2,1,1
OG0005190,4339,1,3,2,1
OG0005191,4340,2,1,1,1
OG0005192,4341,1,3,1,1
OG0005193,4342,2,2,1,1
OG0005194,4343,3,1,1,1
OG0005195,4344,4,1,1,1
OG0005196,4345,1,1,4,1
OG0005197,4346,2,2,1,2
OG0005198,4347,2,1,1,3
OG0005201,4348,1,2,1,2
OG0005202,4349,2,2,1,2
OG0005203,4350,1,2,2,2
OG0005204,4351,1,3,2,1
OG0005205,4352,1,2,2,2
OG0005206,4353,2,3,1,1
OG0005207,4354,1,2,2,2
OG0005208,4355,2,2,1,2
OG0005209,4356,1,2,2,2
OG0005210,4357,2,2,1,2
OG0005211,4358,2,0,3,1
OG0005212,4359,2,1,3,1
OG0005213,4360,1,2,2,2
OG0005214,4361,1,1,3,2
OG0005215,4362,3,1,1,2
OG0005216,4363,2,1,1,1
OG0005217,4364,1,1,1,4
OG0005218,4365,1,2,2,2
OG0005219,4366,1,1,1,2
OG0005220,4367,2,0,1,2
OG0005221,4368,2,0,1,2
OG0005222,4369,1,2,1,1
OG0005224,4370,3,1,2,1
OG0005225,4371,1,2,1,2
OG0005226,4372,3,1,1,2
OG0005227,4373,2,1,1,3
OG0005228,4374,1,1,1,4
OG0005229,4375,3,1,1,2
OG0005230,4376,1,1,3,1
OG0005231,4377,1,2,2,2
OG0005232,4378,1,2,2,2
OG0005233,4379,3,0,3,1
OG0005234,4380,1,2,2,2
OG0005235,4381,1,2,2,2
OG0005236,4382,0,3,2,2
OG0005237,4383,2,1,2,1
OG0005238,4384,1,2,1,3
OG0005239,4385,2,2,1,2
OG0005240,4386,2,2,1,2
OG0005241,4387,0,4,1,1
OG0005242,4388,2,1,1,1
OG0005244,4389,3,0,2,1
OG0005245,4390,1,1,1,1
OG0005246,4391,1,3,1,2
OG0005247,4392,5,0,1,1
OG0005248,4393,1,4,1,1
OG0005249,4394,2,3,1,1
OG0005250,4395,1,1,1,3
OG0005251,4396,0,2,2,2
OG0005252,4397,1,1,1,1
OG0005253,4398,1,1,4,1
OG0005254,4399,2,1,3,1
OG0005255,4400,1,1,2,3
OG0005256,4401,2,2,1,2
OG0005257,4402,4,1,1,1
OG0005258,4403,1,2,1,1
OG0005259,4404,2,1,1,2
OG0005260,4405,1,4,1,1
OG0005261,4406,1,2,1,3
OG0005262,4407,3,2,1,1
OG0005263,4408,1,1,2,3
OG0005264,4409,1,1,1,2
OG0005265,4410,1,2,1,3
OG0005266,4411,2,2,1,2
OG0005267,4412,1,2,2,2
OG0005268,4413,2,2,2,1
OG0005269,4414,1,3,2,1
OG0005270,4415,2,2,1,2
OG0005271,4416,1,3,1,2
OG0005273,4417,1,3,1,2
OG0005274,4418,1,3,1,1
OG0005275,4419,2,2,1,2
OG0005276,4420,1,1,1,1
OG0005277,4421,2,2,2,1
OG0005278,4422,1,4,1,1
OG0005279,4423,2,1,2,2
OG0005280,4424,1,1,3,1
OG0005281,4425,1,1,1,1
OG0005286,4426,3,3,0,1
OG0005287,4427,1,2,0,3
OG0005288,4428,0,2,0,1
OG0005293,4429,1,1,0,1
OG0005297,4430,1,1,0,5
OG0005299,4431,0,6,0,1
OG0005302,4432,2,1,0,4
OG0005303,4433,1,5,0,1
OG0005308,4434,3,1,0,2
OG0005312,4435,2,1,0,1
OG0005314,4436,1,1,0,2
OG0005317,4437,0,5,0,1
OG0005318,4438,3,2,0,2
OG0005319,4439,1,1,0,3
OG0005320,4440,0,1,0,5
OG0005321,4441,1,4,0,2
OG0005322,4442,0,1,0,4
OG0005324,4443,1,2,0,4
OG0005325,4444,3,2,0,2
OG0005326,4445,0,1,0,6
OG0005327,4446,0,6,0,1
OG0005328,4447,5,1,0,1
OG0005329,4448,0,3,0,1
OG0005331,4449,2,2,0,3
OG0005335,4450,3,2,0,1
OG0005336,4451,3,1,0,3
OG0005337,4452,4,2,0,1
OG0005338,4453,1,5,0,1
OG0005339,4454,2,3,0,1
OG0005343,4455,1,2,0,4
OG0005345,4456,2,3,0,1
OG0005346,4457,0,6,0,1
OG0005348,4458,2,3,0,2
OG0005350,4459,2,3,0,2
OG0005351,4460,3,2,0,2
OG0005355,4461,2,2,0,3
OG0005357,4462,3,2,0,2
OG0005358,4463,4,2,0,1
OG0005361,4464,3,3,0,1
OG0005362,4465,3,1,0,2
OG0005363,4466,3,2,0,1
OG0005364,4467,1,2,0,4
OG0005365,4468,4,1,0,1
OG0005367,4469,5,1,0,1
OG0005368,4470,0,5,0,1
OG0005370,4471,2,3,0,2
OG0005373,4472,2,3,0,1
OG0005374,4473,3,3,0,1
OG0005375,4474,1,5,0,1
OG0005376,4475,3,2,0,2
OG0005377,4476,1,4,0,2
OG0005382,4477,1,5,0,1
OG0005383,4478,3,2,0,2
OG0005384,4479,2,3,0,2
OG0005385,4480,1,1,0,5
OG0005396,4486,2,1,1,1
OG0005397,4487,0,1,2,1
OG0005398,4488,1,1,2,1
OG0005399,4489,3,1,1,1
OG0005401,4490,1,2,1,2
OG0005404,4491,1,1,3,1
OG0005406,4492,1,1,2,2
OG0005407,4493,1,0,4,1
OG0005408,4494,1,1,1,1
OG0005409,4495,1,1,3,1
OG0005410,4496,0,0,2,3
OG0005412,4497,1,1,1,2
OG0005414,4498,1,1,2,2
OG0005416,4499,1,0,2,3
OG0005417,4500,0,3,1,2
OG0005420,4501,1,1,2,1
OG0005421,4502,2,0,1,2
OG0005422,4503,1,1,1,2
OG0005426,4504,1,1,2,1
OG0005427,4505,2,1,1,1
OG0005428,4506,1,0,1,1
OG0005432,4507,1,1,2,1
OG0005433,4508,1,1,2,1
OG0005434,4509,1,1,1,1
OG0005436,4510,1,2,2,1
OG0005438,4511,1,1,3,1
OG0005439,4512,1,0,2,2
OG0005440,4513,2,1,1,1
OG0005441,4514,1,1,1,1
OG0005442,4515,0,2,1,2
OG0005443,4516,2,0,3,1
OG0005444,4517,1,1,1,1
OG0005446,4518,0,3,1,1
OG0005447,4519,0,2,2,1
OG0005448,4520,2,1,1,1
OG0005449,4521,1,1,2,1
OG0005450,4522,2,1,2,1
OG0005451,4523,0,1,3,2
OG0005452,4524,1,1,3,1
OG0005453,4525,1,1,3,1
OG0005454,4526,1,2,2,1
OG0005455,4527,1,1,3,1
OG0005456,4528,2,1,2,1
OG0005457,4529,1,1,2,1
OG0005458,4530,0,1,4,1
OG0005459,4531,1,0,4,1
OG0005460,4532,1,1,3,1
OG0005462,4533,1,1,1,3
OG0005463,4534,1,0,3,1
OG0005465,4535,1,2,1,2
OG0005467,4536,1,3,1,1
OG0005468,4537,1,1,2,1
OG0005469,4538,3,1,1,1
OG0005470,4539,2,1,1,1
OG0005471,4540,1,1,2,1
OG0005472,4541,1,1,2,1
OG0005474,4542,1,1,2,1
OG0005475,4543,1,3,1,1
OG0005477,4544,3,1,1,1
OG0005479,4545,1,1,3,1
OG0005480,4546,2,1,2,1
OG0005484,4547,1,1,3,1
OG0005485,4548,1,1,2,2
OG0005486,4549,1,2,1,2
OG0005487,4550,1,1,1,1
OG0005488,4551,1,1,1,1
OG0005490,4552,1,1,3,1
OG0005492,4553,0,1,1,2
OG0005493,4554,1,1,2,1
OG0005494,4555,2,1,2,1
OG0005495,4556,2,2,1,1
OG0005496,4557,0,0,1,5
OG0005497,4558,1,1,3,1
OG0005498,4559,1,1,1,1
OG0005499,4560,3,0,1,2
OG0005500,4561,1,2,2,1
OG0005501,4562,1,0,1,4
OG0005502,4563,0,1,1,4
OG0005503,4564,0,1,1,1
OG0005504,4565,1,1,1,1
OG0005505,4566,1,1,2,1
OG0005506,4567,1,1,2,2
OG0005510,4568,1,1,2,1
OG0005511,4569,1,1,1,1
OG0005513,4570,1,2,1,1
OG0005514,4571,1,1,1,2
OG0005515,4572,1,1,1,1
OG0005516,4573,3,1,1,1
OG0005517,4574,1,1,1,1
OG0005518,4575,2,1,2,1
OG0005519,4576,2,1,2,1
OG0005520,4577,1,1,3,1
OG0005525,4578,1,1,2,1
OG0005526,4579,1,2,2,1
