DESCRIPTION,FAMILY_ID,Loblolly pine,Sugar pine,Norway spruce,Douglas-fir
OG0018236,13664,1,0,1,1
OG0018237,13665,0,1,1,1
OG0018240,13666,0,1,1,1
OG0018241,13667,1,0,1,1
OG0018242,13668,1,0,1,1
OG0018244,13669,0,1,1,1
OG0018245,13670,1,0,1,1
OG0018246,13671,0,0,1,2
OG0018248,13672,0,1,1,1
OG0018249,13673,0,1,1,1
OG0018250,13674,0,1,1,1
OG0018251,13675,1,0,1,1
OG0018252,13676,1,0,1,1
OG0018253,13677,0,1,1,1
OG0018254,13678,1,0,1,1
OG0018255,13679,1,0,1,1
OG0018256,13680,1,0,1,1
OG0018257,13681,1,0,1,1
OG0018258,13682,1,0,1,1
OG0018259,13683,0,1,1,1
OG0018260,13684,1,0,1,1
OG0018261,13685,0,1,1,1
OG0018262,13686,1,0,1,1
OG0018263,13687,0,1,1,1
OG0018264,13688,1,0,1,1
OG0018265,13689,0,1,1,1
OG0018266,13690,0,1,1,1
OG0018268,13691,1,0,1,1
OG0018269,13692,0,1,1,1
OG0018271,13693,0,1,1,1
OG0018272,13694,0,1,1,1
OG0018273,13695,1,0,1,1
OG0018274,13696,0,1,1,1
OG0018275,13697,1,0,1,1
OG0018276,13698,1,0,1,1
OG0018277,13699,0,1,1,1
OG0018278,13700,0,1,1,1
OG0018279,13701,1,0,1,1
OG0018280,13702,0,1,1,1
OG0018281,13703,1,0,1,1
OG0018282,13704,0,1,1,1
OG0018283,13705,1,0,1,1
OG0018284,13706,1,0,1,1
OG0018285,13707,1,0,1,1
OG0018286,13708,1,0,1,1
OG0018287,13709,1,0,1,1
OG0018288,13710,1,0,1,1
OG0018291,13711,0,1,1,1
OG0018292,13712,1,0,1,1
OG0018294,13713,1,0,1,1
OG0018295,13714,0,1,1,1
OG0018296,13715,0,1,1,1
OG0018297,13716,0,1,1,1
OG0018298,13717,0,1,1,1
OG0018299,13718,1,0,1,1
OG0018300,13719,1,0,1,1
OG0018301,13720,1,0,1,1
OG0018302,13721,1,0,1,1
OG0018304,13722,1,0,1,1
OG0018305,13723,0,1,1,1
OG0018306,13724,0,1,1,1
OG0018307,13725,1,0,1,1
OG0018309,13726,1,0,1,1
OG0018310,13727,1,0,1,1
OG0018313,13728,0,1,1,1
OG0018315,13729,1,0,1,1
OG0018316,13730,1,0,1,1
OG0018317,13731,1,0,1,1
OG0018318,13732,1,0,1,1
OG0018319,13733,1,0,1,1
OG0018320,13734,1,0,1,1
OG0018322,13735,1,0,1,1
OG0018323,13736,1,0,1,1
OG0018324,13737,0,1,1,1
OG0018325,13738,1,0,1,1
OG0018326,13739,1,0,1,1
OG0018327,13740,1,0,1,1
OG0018328,13741,1,0,1,1
OG0018329,13742,0,1,1,1
OG0018330,13743,1,0,1,1
OG0018331,13744,0,1,1,1
OG0018332,13745,0,1,1,1
OG0018333,13746,1,0,1,1
OG0018335,13747,1,0,1,1
OG0018336,13748,0,1,1,1
OG0018337,13749,0,1,1,1
OG0018338,13750,0,1,1,1
OG0018339,13751,0,1,1,1
OG0018340,13752,0,1,1,1
OG0018341,13753,1,0,1,1
OG0018343,13754,1,1,0,1
OG0018344,13755,1,1,0,1
OG0018345,13756,0,2,0,1
OG0018346,13757,0,2,0,1
OG0018348,13758,1,1,0,1
OG0018352,13759,1,1,0,1
OG0018356,13760,0,2,0,1
OG0018358,13761,0,2,0,1
OG0018362,13762,0,1,0,2
OG0018364,13763,1,1,0,1
OG0018372,13764,0,2,0,1
OG0018380,13765,1,1,0,1
OG0018381,13766,1,1,0,1
OG0018382,13767,0,2,0,1
OG0018383,13768,1,1,0,1
OG0018384,13769,1,1,0,1
OG0018387,13770,1,1,0,1
OG0018391,13771,1,1,0,1
OG0018393,13772,0,2,0,1
OG0018395,13773,1,1,0,1
OG0018396,13774,0,1,0,1
OG0018398,13775,0,2,0,1
OG0018399,13776,0,2,0,1
OG0018401,13777,1,1,0,1
OG0018407,13778,0,2,0,1
OG0018412,13779,1,1,0,1
OG0018413,13780,1,1,0,1
OG0018414,13781,1,1,0,1
OG0018417,13782,1,1,0,1
OG0018418,13783,1,1,0,1
OG0018419,13784,0,2,0,1
OG0018421,13785,0,1,0,2
OG0018422,13786,1,1,0,1
OG0018429,13787,1,1,0,1
OG0018437,13788,1,1,0,1
OG0018439,13789,1,1,0,1
OG0018441,13790,0,2,0,1
OG0018447,13791,1,1,0,1
OG0018451,13792,1,1,0,1
OG0018453,13793,1,1,0,1
OG0018462,13794,1,1,0,1
OG0018463,13795,0,1,0,2
OG0018467,13796,1,1,0,1
OG0018470,13797,0,1,0,2
OG0018475,13798,1,1,0,1
OG0018477,13799,1,1,0,1
OG0018479,13800,1,1,0,1
OG0018481,13801,0,1,0,1
OG0018485,13802,1,1,0,1
OG0018488,13803,0,2,0,1
OG0018489,13804,1,1,0,1
OG0018490,13805,1,1,0,1
OG0018492,13806,1,1,0,1
OG0018495,13807,1,1,0,1
OG0018499,13808,1,1,0,1
OG0018500,13809,1,1,0,1
OG0018501,13810,0,1,0,2
OG0018503,13811,0,1,0,2
OG0018506,13812,1,1,0,1
OG0018507,13813,1,1,0,1
OG0018508,13814,1,1,0,1
OG0018513,13815,1,1,0,1
OG0018514,13816,0,2,0,1
OG0018516,13817,0,1,0,2
OG0018518,13818,1,1,0,1
OG0018519,13819,0,1,0,2
OG0018522,13820,1,1,0,1
OG0018525,13821,1,1,0,1
OG0018526,13822,0,2,0,1
OG0018529,13823,0,1,0,2
OG0018531,13824,1,1,0,1
OG0018532,13825,0,2,0,1
OG0018534,13826,1,1,0,1
OG0018540,13827,1,1,0,1
OG0018541,13828,1,1,0,1
OG0018542,13829,1,1,0,1
OG0018543,13830,1,1,0,1
OG0018545,13831,1,1,0,1
OG0018549,13832,1,1,0,1
OG0018551,13833,0,1,0,2
OG0018552,13834,0,2,0,1
OG0018553,13835,1,1,0,1
OG0018561,13836,1,1,0,1
OG0018563,13837,0,2,0,1
OG0018565,13838,1,1,0,1
OG0018568,13839,0,1,0,1
OG0018571,13840,1,1,0,1
OG0018572,13841,1,1,0,1
OG0018577,13842,1,1,0,1
OG0018578,13843,1,1,0,1
OG0018582,13844,0,1,0,2
OG0018586,13845,1,1,0,1
OG0018587,13846,0,2,0,1
OG0018588,13847,0,1,0,2
OG0018592,13848,1,1,0,1
OG0018594,13849,1,1,0,1
OG0018595,13850,0,1,0,2
OG0018597,13851,1,1,0,1
OG0018601,13852,0,2,0,1
OG0018606,13853,1,1,0,1
OG0018612,13854,0,1,0,2
OG0018613,13855,0,1,0,2
OG0018615,13856,1,1,0,1
OG0018616,13857,0,2,0,1
OG0018617,13858,1,1,0,1
OG0018618,13859,0,1,0,2
OG0018620,13860,1,1,0,1
OG0018628,13861,1,1,0,1
OG0018629,13862,1,1,0,1
OG0018633,13863,1,1,0,1
OG0018634,13864,0,2,0,1
OG0018635,13865,0,1,0,2
OG0018641,13866,1,1,0,1
OG0018642,13867,1,1,0,1
OG0018646,13868,1,1,0,1
OG0018648,13869,1,1,0,1
OG0018649,13870,1,1,0,1
OG0018652,13871,1,1,0,1
OG0018653,13872,1,1,0,1
OG0018657,13873,1,1,0,1
OG0018663,13874,1,1,0,1
OG0018664,13875,1,1,0,1
OG0018666,13876,1,1,0,1
OG0018668,13877,1,1,0,1
OG0018670,13878,0,2,0,1
OG0018674,13879,0,1,0,2
OG0018676,13880,1,1,0,1
OG0018678,13881,1,1,0,1
OG0018683,13882,0,1,0,1
OG0018687,13883,1,1,0,1
OG0018692,13884,1,1,0,1
OG0018693,13885,1,1,0,1
OG0018694,13886,1,1,0,1
OG0018696,13887,0,1,0,2
OG0018703,13888,1,1,0,1
OG0018706,13889,1,1,0,1
OG0018707,13890,1,1,0,1
OG0018708,13891,1,1,0,1
OG0018709,13892,1,1,0,1
OG0018712,13893,1,1,0,1
OG0018715,13894,0,2,0,1
OG0018718,13895,1,1,0,1
OG0018719,13896,1,1,0,1
OG0018722,13897,1,1,0,1
OG0018726,13898,0,2,0,1
OG0018727,13899,1,1,0,1
OG0018728,13900,1,1,0,1
OG0018730,13901,1,1,0,1
OG0018731,13902,0,2,0,1
OG0018733,13903,0,2,0,1
OG0018734,13904,0,1,0,2
OG0018735,13905,0,1,0,1
OG0018737,13906,1,1,0,1
OG0018738,13907,1,1,0,1
OG0018740,13908,1,1,0,1
OG0018743,13909,1,1,0,1
OG0018744,13910,1,1,0,1
OG0018746,13911,1,1,0,1
OG0018747,13912,1,1,0,1
OG0018749,13913,1,1,0,1
OG0018750,13914,1,1,0,1
OG0018751,13915,0,1,0,2
OG0018752,13916,0,1,0,2
OG0018754,13917,1,1,0,1
OG0018756,13918,1,1,0,1
OG0018757,13919,0,1,0,2
OG0018760,13920,0,1,0,2
OG0018764,13921,0,2,0,1
OG0018765,13922,0,2,0,1
OG0018766,13923,1,1,0,1
OG0018767,13924,1,1,0,1
OG0018769,13925,1,1,0,1
OG0018772,13926,1,1,0,1
OG0018773,13927,1,1,0,1
OG0018774,13928,1,1,0,1
OG0018777,13929,1,1,0,1
OG0018778,13930,0,1,0,2
OG0018781,13931,0,1,0,2
OG0018782,13932,1,1,0,1
OG0018786,13933,0,1,0,2
OG0018787,13934,1,1,0,1
OG0018789,13935,1,1,0,1
OG0018790,13936,1,1,0,1
OG0018792,13937,1,1,0,1
OG0018798,13938,1,1,0,1
OG0018799,13939,1,1,0,1
OG0018800,13940,1,1,0,1
OG0018802,13941,0,1,0,2
OG0018803,13942,1,1,0,1
OG0018804,13943,1,1,0,1
OG0018805,13944,1,1,0,1
OG0018808,13945,0,2,0,1
OG0018811,13946,1,1,0,1
OG0018813,13947,1,1,0,1
OG0018820,13948,1,1,0,1
OG0018822,13949,1,1,0,1
OG0018823,13950,1,1,0,1
OG0018826,13951,1,1,0,1
OG0018827,13952,1,1,0,1
OG0018829,13953,1,1,0,1
OG0018832,13954,1,1,0,1
OG0018835,13955,1,1,0,1
OG0018837,13956,1,1,0,1
OG0018838,13957,1,1,0,1
OG0018839,13958,1,1,0,1
OG0018841,13959,1,1,0,1
OG0018842,13960,1,1,0,1
OG0018848,13961,0,2,0,1
OG0018849,13962,1,1,0,1
OG0018850,13963,1,1,0,1
OG0018852,13964,0,2,0,1
OG0018853,13965,1,1,0,1
OG0018857,13966,0,2,0,1
OG0018858,13967,1,1,0,1
OG0018859,13968,1,1,0,1
OG0018860,13969,1,1,0,1
OG0018864,13970,1,1,0,1
OG0018865,13971,0,2,0,1
OG0018873,13972,1,1,0,1
OG0018876,13973,1,1,0,1
OG0018878,13974,1,1,0,1
OG0018880,13975,1,1,0,1
OG0018881,13976,0,2,0,1
OG0018882,13977,1,1,0,1
OG0018883,13978,1,1,0,1
OG0018887,13979,1,1,0,1
OG0018888,13980,1,1,0,1
OG0018891,13981,0,1,0,1
OG0018892,13982,0,2,0,1
OG0018895,13983,1,1,0,1
OG0018898,13984,1,1,0,1
OG0018900,13985,1,1,0,1
OG0018901,13986,1,1,0,1
OG0018903,13987,1,1,0,1
OG0018904,13988,0,1,0,2
OG0018907,13989,1,1,0,1
OG0018908,13990,1,1,0,1
OG0018909,13991,1,1,0,1
OG0018910,13992,1,1,0,1
OG0018912,13993,1,1,0,1
OG0018914,13994,1,1,0,1
OG0018917,13995,1,1,0,1
OG0018919,13996,1,1,0,1
OG0018920,13997,1,1,0,1
OG0018923,13998,1,1,0,1
OG0018924,13999,1,1,0,1
OG0018926,14000,0,2,0,1
OG0018928,14001,1,1,0,1
OG0018929,14002,1,1,0,1
OG0018931,14003,1,1,0,1
OG0018933,14004,1,1,0,1
OG0018936,14005,1,1,0,1
OG0018937,14006,1,1,0,1
OG0018938,14007,1,1,0,1
OG0018939,14008,1,1,0,1
OG0018940,14009,1,1,0,1
OG0018942,14010,1,1,0,1
OG0018944,14011,1,1,0,1
OG0018948,14012,1,1,0,1
OG0018951,14013,1,1,0,1
OG0018953,14014,1,1,0,1
OG0018954,14015,1,1,0,1
OG0018955,14016,0,1,0,2
OG0018957,14017,1,1,0,1
OG0018958,14018,1,1,0,1
OG0018959,14019,1,1,0,1
OG0018960,14020,1,1,0,1
OG0018962,14021,1,1,0,1
OG0018963,14022,0,1,0,2
OG0018965,14023,1,1,0,1
OG0018966,14024,1,1,0,1
OG0018967,14025,0,2,0,1
OG0018968,14026,1,1,0,1
OG0018970,14027,1,1,0,1
OG0018972,14028,1,1,0,1
OG0018974,14029,1,1,0,1
OG0018975,14030,1,1,0,1
OG0018976,14031,0,2,0,1
OG0018979,14032,1,1,0,1
OG0018980,14033,1,1,0,1
OG0018982,14034,1,1,0,1
OG0018984,14035,1,1,0,1
OG0018985,14036,1,1,0,1
OG0018986,14037,1,1,0,1
OG0018988,14038,1,1,0,1
OG0018989,14039,1,1,0,1
OG0018990,14040,1,1,0,1
OG0018992,14041,1,1,0,1
OG0018993,14042,1,1,0,1
OG0018994,14043,1,1,0,1
OG0018996,14044,1,1,0,1
OG0018998,14045,1,1,0,1
OG0019002,14046,1,1,0,1
OG0019004,14047,1,1,0,1
OG0019005,14048,1,1,0,1
OG0019006,14049,1,1,0,1
OG0019010,14050,1,1,0,1
OG0019011,14051,1,1,0,1
OG0019013,14052,1,1,0,1
OG0019014,14053,1,1,0,1
OG0019015,14054,1,1,0,1
OG0019017,14055,1,1,0,1
OG0019018,14056,1,1,0,1
OG0019020,14057,1,1,0,1
OG0019021,14058,1,1,0,1
OG0019023,14059,1,1,0,1
OG0019024,14060,1,1,0,1
OG0019025,14061,1,1,0,1
OG0019027,14062,1,1,0,1
OG0019028,14063,1,1,0,1
OG0019029,14064,1,1,0,1
OG0019030,14065,1,1,0,1
OG0019032,14066,1,1,0,1
OG0019034,14067,1,1,0,1
OG0019035,14068,1,1,0,1
OG0019038,14069,0,2,0,1
OG0019039,14070,1,1,0,1
OG0019040,14071,1,1,0,1
OG0019041,14072,1,1,0,1
OG0019042,14073,1,1,0,1
OG0019044,14074,1,1,0,1
OG0019045,14075,1,1,0,1
OG0019046,14076,1,1,0,1
OG0019048,14077,1,1,0,1
OG0019049,14078,1,1,0,1
OG0019050,14079,0,2,0,1
OG0019051,14080,1,1,0,1
OG0019052,14081,1,1,0,1
OG0019053,14082,1,1,0,1
OG0019054,14083,0,1,0,2
OG0019055,14084,1,1,0,1
OG0019056,14085,1,1,0,1
OG0019058,14086,1,1,0,1
OG0019059,14087,1,1,0,1
OG0019060,14088,1,1,0,1
OG0019061,14089,1,1,0,1
OG0019063,14090,1,1,0,1
OG0019064,14091,1,1,0,1
OG0019066,14092,1,1,0,1
OG0019067,14093,1,1,0,1
OG0019068,14094,1,1,0,1
OG0019069,14095,1,1,0,1
OG0019070,14096,1,1,0,1
OG0019071,14097,1,1,0,1
OG0019074,14098,1,1,0,1
OG0019076,14099,1,1,0,1
OG0019078,14100,1,1,0,1
OG0019080,14101,1,1,0,1
OG0019081,14102,1,1,0,1
OG0019082,14103,0,1,0,1
OG0019084,14104,1,1,0,1
OG0019085,14105,1,1,0,1
OG0019088,14106,1,1,0,1
OG0019091,14107,1,1,0,1
OG0019092,14108,0,2,0,1
OG0019093,14109,1,1,0,1
OG0019094,14110,1,1,0,1
OG0019095,14111,1,1,0,1
OG0019096,14112,1,1,0,1
OG0019097,14113,1,1,0,1
OG0019098,14114,1,1,0,1
OG0019100,14115,1,1,0,1
OG0019101,14116,1,1,0,1
OG0019103,14117,1,1,0,1
OG0019105,14118,1,1,0,1
OG0019106,14119,1,1,0,1
OG0019108,14120,1,1,0,1
OG0019109,14121,1,1,0,1
OG0019111,14122,1,1,0,1
OG0019112,14123,0,2,0,1
OG0019113,14124,0,1,0,2
OG0019114,14125,1,1,0,1
OG0019115,14126,1,1,0,1
OG0019116,14127,1,1,0,1
OG0019118,14128,1,1,0,1
OG0019120,14129,1,1,0,1
OG0019121,14130,1,1,0,1
OG0019122,14131,1,1,0,1
OG0019123,14132,1,1,0,1
OG0019124,14133,1,1,0,1
OG0019125,14134,1,1,0,1
OG0019127,14135,1,1,0,1
OG0019128,14136,1,1,0,1
OG0019129,14137,1,1,0,1
OG0019130,14138,1,1,0,1
OG0019131,14139,0,2,0,1
OG0019132,14140,1,1,0,1
OG0019134,14141,1,1,0,1
OG0019135,14142,1,1,0,1
OG0019137,14143,1,1,0,1
OG0019138,14144,1,1,0,1
OG0019139,14145,1,1,0,1
OG0019140,14146,1,1,0,1
OG0019141,14147,1,1,0,1
OG0019142,14148,1,1,0,1
OG0019143,14149,0,2,0,1
OG0019144,14150,1,1,0,1
OG0019145,14151,0,1,0,2
OG0019228,14225,0,0,1,1
OG0019232,14226,0,0,1,1
OG0019233,14227,0,0,1,1
OG0019237,14228,0,0,1,1
OG0019245,14229,0,0,1,1
OG0019246,14230,0,0,1,1
OG0019252,14231,0,0,1,1
OG0019257,14232,0,0,1,1
OG0019262,14233,0,0,1,1
OG0019265,14234,0,0,1,1
OG0019267,14235,0,0,1,1
OG0019272,14236,0,0,1,1
OG0019274,14237,0,0,1,1
OG0019281,14238,0,0,1,1
OG0019285,14239,0,0,1,1
OG0019290,14240,0,0,1,1
OG0019294,14241,0,0,1,1
OG0019295,14242,0,0,1,1
OG0019304,14243,0,0,1,1
OG0019311,14244,0,0,1,1
OG0019314,14245,0,0,1,1
OG0019315,14246,0,0,1,1
OG0019316,14247,0,0,1,1
OG0019320,14248,0,0,1,1
OG0019322,14249,0,0,1,1
OG0019327,14250,0,0,1,1
OG0019328,14251,0,0,1,1
OG0019332,14252,0,0,1,1
OG0019333,14253,0,0,1,1
OG0019341,14254,0,0,1,1
OG0019347,14255,0,0,1,1
OG0019348,14256,0,0,1,1
OG0019350,14257,0,0,1,1
OG0019351,14258,0,0,1,1
OG0019354,14259,0,0,1,1
OG0019369,14260,0,0,1,1
OG0019370,14261,0,0,1,1
OG0019382,14262,0,0,1,1
OG0019384,14263,0,0,1,1
OG0019396,14264,0,0,1,1
OG0019397,14265,0,0,1,1
OG0019399,14266,0,0,1,1
OG0019408,14267,0,0,1,1
OG0019412,14268,0,0,1,1
OG0019414,14269,0,0,1,1
OG0019417,14270,0,0,1,1
OG0019419,14271,0,0,1,1
OG0019423,14272,0,0,1,1
OG0019424,14273,0,0,1,1
OG0019425,14274,0,0,1,1
OG0019426,14275,0,0,1,1
OG0019427,14276,0,0,1,1
OG0019429,14277,0,0,1,1
OG0019439,14278,0,0,1,1
OG0019440,14279,0,0,1,1
OG0019442,14280,0,0,1,1
OG0019449,14281,0,0,1,1
OG0019450,14282,0,0,1,1
OG0019453,14283,0,0,1,1
OG0019459,14284,0,0,1,1
OG0019462,14285,0,0,1,1
OG0019467,14286,0,0,1,1
OG0019469,14287,0,0,1,1
OG0019470,14288,0,0,1,1
OG0019471,14289,0,0,1,1
OG0019472,14290,0,0,1,1
OG0019474,14291,0,0,1,1
OG0019477,14292,0,0,1,1
OG0019478,14293,0,0,1,1
OG0019481,14294,0,0,1,1
OG0019482,14295,0,0,1,1
OG0019483,14296,0,0,1,1
OG0019484,14297,0,0,1,1
OG0019489,14298,0,0,1,1
OG0019495,14299,0,0,1,1
OG0019501,14300,0,0,1,1
OG0019516,14301,0,0,1,1
OG0019518,14302,0,0,1,1
OG0019522,14303,0,0,1,1
OG0019533,14304,0,0,1,1
OG0019544,14305,0,0,1,1
OG0019545,14306,0,0,1,1
OG0019553,14307,0,0,1,1
OG0019554,14308,0,0,1,1
OG0019559,14309,0,0,1,1
OG0019561,14310,0,0,1,1
OG0019565,14311,0,0,1,1
OG0019566,14312,0,0,1,1
OG0019571,14313,0,0,1,1
OG0019574,14314,0,0,1,1
OG0019576,14315,0,0,1,1
OG0019577,14316,0,0,1,1
OG0019578,14317,0,0,1,1
OG0019586,14318,0,0,1,1
OG0019592,14319,0,0,1,1
OG0019597,14320,0,0,1,1
OG0019598,14321,0,0,1,1
OG0019602,14322,0,0,1,1
OG0019605,14323,0,0,1,1
OG0019611,14324,0,0,1,1
OG0019612,14325,0,0,1,1
OG0019614,14326,0,0,1,1
OG0019616,14327,0,0,1,1
OG0019617,14328,0,0,1,1
OG0019620,14329,0,0,1,1
OG0019624,14330,0,0,1,1
OG0019625,14331,0,0,1,1
OG0019631,14332,0,0,1,1
OG0019633,14333,0,0,1,1
OG0019635,14334,0,0,1,1
OG0019644,14335,0,0,1,1
OG0019651,14336,0,0,1,1
OG0019655,14337,0,0,1,1
OG0019656,14338,0,0,1,1
OG0019666,14339,0,0,1,1
OG0019670,14340,0,0,1,1
OG0019672,14341,0,0,1,1
OG0019677,14342,0,0,1,1
OG0019681,14343,0,0,1,1
OG0019686,14344,0,0,1,1
OG0019691,14345,0,0,1,1
OG0019693,14346,0,0,1,1
OG0019697,14347,0,0,1,1
OG0019701,14348,0,0,1,1
OG0019705,14349,0,0,1,1
OG0019710,14350,0,0,1,1
OG0019711,14351,0,0,1,1
OG0019712,14352,0,0,1,1
OG0019723,14353,0,0,1,1
OG0019727,14354,0,0,1,1
OG0019729,14355,0,0,1,1
OG0019730,14356,0,0,1,1
OG0019739,14357,0,0,1,1
OG0019740,14358,0,0,1,1
OG0019741,14359,0,0,1,1
OG0019742,14360,0,0,1,1
OG0019745,14361,0,0,1,1
OG0019751,14362,0,0,1,1
OG0019757,14363,0,0,1,1
OG0019760,14364,0,0,1,1
OG0019773,14365,0,0,1,1
OG0019780,14366,0,0,1,1
OG0019781,14367,0,0,1,1
OG0019783,14368,0,0,1,1
OG0019791,14369,0,0,1,1
OG0019792,14370,0,0,1,1
OG0019794,14371,0,0,1,1
OG0019799,14372,0,0,1,1
OG0019802,14373,0,0,1,1
OG0019814,14374,0,0,1,1
OG0019815,14375,0,0,1,1
OG0019825,14376,0,0,1,1
OG0019827,14377,0,0,1,1
OG0019840,14378,0,0,1,1
OG0019845,14379,0,0,1,1
OG0019852,14380,0,0,1,1
OG0019853,14381,0,0,1,1
OG0019857,14382,0,0,1,1
OG0019868,14383,0,0,1,1
OG0019874,14384,0,0,1,1
OG0019875,14385,0,0,1,1
OG0019877,14386,0,0,1,1
OG0019887,14387,0,0,1,1
OG0019888,14388,0,0,1,1
OG0019889,14389,0,0,1,1
OG0019890,14390,0,0,1,1
OG0019891,14391,0,0,1,1
OG0019892,14392,0,0,1,1
OG0019897,14393,0,0,1,1
OG0019899,14394,0,0,1,1
OG0019903,14395,0,0,1,1
OG0019904,14396,0,0,1,1
OG0019905,14397,0,0,1,1
OG0019906,14398,0,0,1,1
OG0019907,14399,0,0,1,1
OG0019908,14400,0,0,1,1
OG0019909,14401,0,0,1,1
OG0019910,14402,0,0,1,1
OG0019917,14403,0,0,1,1
OG0019920,14404,0,0,1,1
OG0019921,14405,0,0,1,1
OG0019922,14406,0,0,1,1
OG0019923,14407,0,0,1,1
OG0019924,14408,0,0,1,1
OG0019930,14409,0,0,1,1
OG0019932,14410,0,0,1,1
OG0019937,14411,0,0,1,1
OG0019939,14412,0,0,1,1
OG0019940,14413,0,0,1,1
OG0019947,14414,0,0,1,1
OG0019952,14415,0,0,1,1
OG0019953,14416,0,0,1,1
OG0019957,14417,0,0,1,1
OG0019960,14418,0,0,1,1
OG0019965,14419,0,0,1,1
OG0019968,14420,0,0,1,1
OG0019973,14421,0,0,1,1
OG0019978,14422,0,0,1,1
OG0019980,14423,0,0,1,1
OG0019988,14424,0,0,1,1
OG0019992,14425,0,0,1,1
OG0019993,14426,0,0,1,1
OG0019994,14427,0,0,1,1
OG0019996,14428,0,0,1,1
OG0019997,14429,0,0,1,1
OG0019998,14430,0,0,1,1
OG0020003,14431,0,0,1,1
OG0020004,14432,0,0,1,1
OG0020007,14433,0,0,1,1
OG0020010,14434,0,0,1,1
OG0020019,14435,0,0,1,1
OG0020020,14436,0,0,1,1
OG0020027,14437,0,0,1,1
OG0020030,14438,0,0,1,1
OG0020034,14439,0,0,1,1
OG0020035,14440,0,0,1,1
OG0020038,14441,0,0,1,1
OG0020041,14442,0,0,1,1
OG0020052,14443,0,0,1,1
OG0020056,14444,0,0,1,1
OG0020060,14445,0,0,1,1
OG0020065,14446,0,0,1,1
OG0020066,14447,0,0,1,1
OG0020067,14448,0,0,1,1
OG0020068,14449,0,0,1,1
OG0020069,14450,0,0,1,1
OG0020076,14451,0,0,1,1
OG0020081,14452,0,0,1,1
OG0020083,14453,0,0,1,1
OG0020090,14454,0,0,1,1
OG0020101,14455,0,0,1,1
OG0020102,14456,0,0,1,1
OG0020107,14457,0,0,1,1
OG0020109,14458,0,0,1,1
OG0020111,14459,0,0,1,1
OG0020112,14460,0,0,1,1
OG0020113,14461,0,0,1,1
OG0020115,14462,0,0,1,1
OG0020119,14463,0,0,1,1
OG0020120,14464,0,0,1,1
OG0020125,14465,0,0,1,1
OG0020127,14466,0,0,1,1
OG0020130,14467,0,0,1,1
OG0020131,14468,0,0,1,1
OG0020134,14469,0,0,1,1
OG0020135,14470,0,0,1,1
OG0020147,14471,0,0,1,1
OG0020148,14472,0,0,1,1
OG0020153,14473,0,0,1,1
OG0020156,14474,0,0,1,1
OG0020158,14475,0,0,1,1
OG0020159,14476,0,0,1,1
OG0020160,14477,0,0,1,1
OG0020163,14478,0,0,1,1
OG0020168,14479,0,0,1,1
OG0020169,14480,0,0,1,1
OG0020171,14481,0,0,1,1
OG0020173,14482,0,0,1,1
OG0020181,14483,0,0,1,1
OG0020187,14484,0,0,1,1
OG0020192,14485,0,0,1,1
OG0020199,14486,0,0,1,1
OG0020203,14487,0,0,1,1
OG0020205,14488,0,0,1,1
OG0020207,14489,0,0,1,1
OG0020213,14490,0,0,1,1
OG0020216,14491,0,0,1,1
OG0020218,14492,0,0,1,1
OG0020223,14493,0,0,1,1
OG0020224,14494,0,0,1,1
OG0020225,14495,0,0,1,1
OG0020232,14496,0,0,1,1
OG0020237,14497,0,0,1,1
OG0020240,14498,0,0,1,1
OG0020247,14499,0,0,1,1
OG0020251,14500,0,0,1,1
OG0020254,14501,0,0,1,1
OG0020256,14502,0,0,1,1
OG0020259,14503,0,0,1,1
OG0020271,14504,0,0,1,1
OG0020276,14505,0,0,1,1
OG0020277,14506,0,0,1,1
OG0020279,14507,0,0,1,1
OG0020286,14508,0,0,1,1
OG0020295,14509,0,0,1,1
OG0020305,14510,0,0,1,1
OG0020306,14511,0,0,1,1
OG0020310,14512,0,0,1,1
OG0020317,14513,0,0,1,1
OG0020319,14514,0,0,1,1
OG0020325,14515,0,0,1,1
OG0020327,14516,0,0,1,1
OG0020331,14517,0,0,1,1
OG0020333,14518,0,0,1,1
OG0020335,14519,0,0,1,1
OG0020342,14520,0,0,1,1
OG0020343,14521,0,0,1,1
OG0020347,14522,0,0,1,1
OG0020348,14523,0,0,1,1
OG0020362,14524,0,0,1,1
OG0020365,14525,0,0,1,1
OG0020369,14526,0,0,1,1
OG0020370,14527,0,0,1,1
OG0020372,14528,0,0,1,1
OG0020375,14529,0,0,1,1
OG0020376,14530,0,0,1,1
OG0020377,14531,0,0,1,1
OG0020379,14532,0,0,1,1
OG0020386,14533,0,0,1,1
OG0020387,14534,0,0,1,1
OG0020391,14535,0,0,1,1
OG0020393,14536,0,0,1,1
OG0020394,14537,0,0,1,1
OG0020401,14538,0,0,1,1
OG0020404,14539,0,0,1,1
OG0020408,14540,0,0,1,1
OG0020409,14541,0,0,1,1
OG0020418,14542,0,0,1,1
OG0020421,14543,0,0,1,1
OG0020423,14544,0,0,1,1
OG0020424,14545,0,0,1,1
OG0020425,14546,0,0,1,1
OG0020428,14547,0,0,1,1
OG0020430,14548,0,0,1,1
OG0020438,14549,0,0,1,1
OG0020445,14550,0,0,1,1
OG0020448,14551,0,0,1,1
OG0020456,14552,0,0,1,1
OG0020459,14553,0,0,1,1
OG0020460,14554,0,0,1,1
OG0020465,14555,0,0,1,1
OG0020473,14556,0,0,1,1
