DESCRIPTION,FAMILY_ID,Arabidopsis,Cacao,Peach,Castor bean,Cassava,Poplar,Rice,Brachypodium,Sorghum,Setaria,Banana,Loblolly pine,Sugar pine,Norway spruce,Douglas-fir,Moss
OG0000882,334,2,3,5,1,6,8,7,4,7,6,7,5,3,6,3,2
OG0000883,335,4,3,4,3,5,8,6,6,6,6,9,3,6,6,3,1
OG0000890,336,6,3,3,3,6,6,4,5,6,5,5,9,5,3,2,4
OG0000891,337,6,5,4,5,7,7,4,5,4,4,6,3,5,2,3,3
OG0000892,338,6,5,5,5,5,11,5,5,5,5,5,1,3,3,3,8
OG0000894,339,8,5,5,4,8,9,5,7,5,5,7,1,2,2,3,3
OG0000895,340,5,4,5,4,6,7,7,7,7,7,9,2,2,2,1,5
OG0000897,341,2,4,8,7,11,10,4,4,4,3,9,2,3,3,3,0
OG0000899,342,4,3,3,3,4,4,4,3,5,4,2,5,7,5,10,3
OG0000900,343,4,1,3,2,3,6,2,3,2,1,4,5,5,11,3,4
OG0000902,344,6,8,4,3,6,5,4,4,4,4,6,2,6,4,3,6
OG0000904,345,4,4,4,6,6,7,3,2,4,4,7,8,4,3,8,7
OG0000906,346,3,7,4,5,7,7,5,4,6,6,5,4,6,3,6,2
OG0000907,347,6,3,3,4,6,2,5,6,6,4,5,6,1,2,9,2
OG0000908,348,5,5,5,5,6,11,6,6,7,6,9,1,2,1,4,3
OG0000910,349,2,4,5,4,7,8,6,5,6,6,9,2,3,1,4,2
OG0000911,350,1,11,8,7,10,11,6,6,11,7,3,0,0,0,0,0
OG0000914,351,8,5,4,6,5,8,8,6,9,7,4,1,2,1,5,2
OG0000915,352,3,2,2,2,3,4,3,2,3,2,9,10,12,3,12,2
OG0000916,353,4,2,2,2,4,5,4,4,3,3,8,9,10,7,12,0
OG0000918,354,4,4,4,3,4,3,4,4,3,3,7,4,6,6,12,4
OG0000921,355,3,4,3,3,4,5,0,2,2,3,8,4,6,3,9,5
OG0000922,356,4,3,4,4,4,4,5,4,4,5,7,5,2,4,3,4
OG0000924,357,3,5,3,5,5,8,5,7,12,10,3,2,3,4,4,1
OG0000930,358,6,5,5,5,6,8,7,6,6,6,11,2,1,1,1,4
OG0000931,359,6,4,4,4,8,6,5,5,5,5,20,1,2,2,1,1
OG0000932,360,5,3,4,2,5,10,4,2,4,3,7,7,5,7,5,2
OG0000933,361,5,2,4,4,5,6,5,5,5,5,5,5,6,5,5,4
OG0000934,362,5,4,4,4,8,8,5,4,5,5,9,3,3,5,3,5
OG0000936,363,7,7,5,6,12,8,4,5,6,7,10,1,1,1,1,0
OG0000937,364,2,3,4,2,5,6,3,3,3,3,6,5,7,3,1,6
OG0000938,365,7,3,3,3,4,4,6,6,6,9,6,6,4,7,2,3
OG0000939,366,4,3,3,3,4,4,3,3,3,3,4,5,5,2,2,9
OG0000941,367,5,5,5,5,8,6,6,5,6,6,5,3,3,4,5,2
OG0000942,368,6,5,5,3,8,7,4,3,4,4,9,6,4,3,4,3
OG0000943,369,3,2,2,1,1,2,8,4,4,5,7,6,8,5,9,2
OG0000944,370,4,4,3,5,4,5,7,7,7,5,3,8,8,6,0,0
OG0000945,371,5,3,2,3,5,4,2,2,2,2,6,5,7,4,7,5
OG0000947,372,2,3,3,2,4,7,4,4,4,4,4,14,3,10,4,0
OG0000948,373,7,7,4,6,6,5,3,5,4,7,5,6,3,2,2,9
OG0000949,374,3,2,10,2,3,8,3,3,4,4,4,2,2,2,1,4
OG0000950,375,4,4,3,2,5,6,5,5,4,5,11,3,4,1,2,0
OG0000953,376,3,3,4,4,5,6,5,4,6,5,7,4,8,5,3,3
OG0000955,377,4,5,5,4,5,9,5,6,6,6,9,3,4,3,5,2
OG0000957,378,6,5,4,5,5,8,5,6,5,6,9,2,2,2,2,4
OG0000958,379,5,7,6,4,6,5,5,6,7,7,4,3,2,4,5,4
OG0000959,380,5,4,3,3,5,6,8,8,7,8,8,1,2,1,2,5
OG0000960,381,5,5,6,5,8,7,5,3,4,4,8,3,2,4,2,3
OG0000962,382,4,4,4,4,8,5,7,6,7,7,11,3,2,2,1,3
OG0000964,383,3,5,5,5,7,8,4,6,4,5,8,3,5,4,4,4
OG0000965,384,5,3,3,2,5,7,6,7,7,7,7,2,3,1,4,3
OG0000966,385,4,3,3,3,5,6,3,3,3,3,7,10,14,4,6,2
OG0000967,386,5,5,4,4,6,8,6,6,5,6,8,1,1,2,1,1
OG0000969,387,1,5,9,2,2,9,2,1,2,2,1,5,5,2,10,7
OG0000970,388,3,4,5,4,6,5,5,4,4,4,5,5,5,5,6,4
OG0000974,389,6,3,3,3,4,7,4,5,5,4,5,3,2,2,3,4
OG0000975,390,2,5,7,2,2,4,5,5,8,7,6,5,6,4,9,0
OG0000976,391,6,2,2,3,4,6,3,2,2,2,7,1,2,2,1,0
OG0000977,392,4,3,4,3,5,6,5,3,3,4,10,7,7,4,7,2
OG0000978,393,6,4,3,4,5,9,3,4,3,3,8,1,2,2,3,3
OG0000979,394,4,5,5,3,6,6,6,5,6,6,8,3,3,2,6,1
OG0000980,395,7,4,4,5,8,6,4,4,4,4,6,7,5,3,2,1
OG0000981,396,3,4,3,2,5,6,5,5,4,4,5,2,2,3,3,5
OG0000982,397,3,3,3,3,5,6,7,7,7,7,9,3,2,2,2,2
OG0000985,398,4,1,1,3,2,4,6,5,6,1,5,9,1,3,6,1
OG0000986,399,3,5,3,2,3,7,3,3,5,5,3,8,6,5,14,4
OG0000988,400,4,4,4,4,3,8,3,4,6,4,5,1,4,4,4,4
OG0000990,401,4,3,2,3,3,5,5,5,5,5,6,5,8,4,3,2
OG0000991,402,2,3,8,2,4,5,2,1,2,2,2,9,14,4,6,3
OG0000993,403,0,4,3,4,4,5,1,2,3,6,3,10,6,6,8,1
OG0000999,404,3,5,1,4,3,3,3,3,3,3,9,8,4,5,2,0
OG0001000,405,4,5,4,4,4,4,6,7,8,8,2,5,2,4,6,0
OG0001001,406,8,4,4,3,4,5,6,5,10,10,1,3,3,2,1,2
OG0001002,407,5,3,3,2,5,5,4,4,6,7,9,2,2,2,2,4
OG0001003,408,6,4,5,4,7,8,3,1,3,1,6,5,0,8,9,2
OG0001004,409,11,4,2,2,5,6,3,6,4,7,4,2,6,3,4,1
OG0001005,410,6,5,4,4,6,9,8,9,7,6,7,1,1,1,1,0
OG0001006,411,7,9,2,4,5,3,3,3,3,3,2,10,8,4,7,0
OG0001007,412,3,3,3,3,3,5,4,5,5,4,8,2,4,4,2,7
OG0001008,413,2,3,2,2,4,2,3,4,4,4,8,3,2,2,4,1
OG0001009,414,8,3,3,3,4,6,3,3,3,3,11,4,1,3,2,7
OG0001010,415,1,3,3,3,5,6,6,4,7,6,9,2,3,2,2,3
OG0001011,416,3,3,4,2,5,4,4,4,4,2,7,7,6,4,11,4
OG0001012,417,3,4,3,3,3,4,8,5,7,6,3,7,3,2,6,6
OG0001014,418,2,2,4,3,4,6,2,3,2,3,2,1,6,5,1,4
OG0001016,419,3,3,5,4,5,4,3,2,5,8,5,11,8,5,5,0
OG0001020,420,3,2,4,3,3,3,3,2,1,2,4,2,6,3,6,4
OG0001021,421,7,3,3,2,5,6,7,6,6,7,7,2,3,2,3,8
OG0001022,422,3,4,4,4,5,5,4,5,4,5,4,6,8,6,8,1
OG0001023,423,9,7,3,3,5,5,5,5,6,5,5,2,2,3,2,6
OG0001024,424,4,4,4,4,5,5,7,6,8,8,1,3,2,1,3,6
OG0001025,425,5,5,5,3,5,6,4,3,4,6,4,6,5,4,7,3
OG0001026,426,2,7,5,5,8,9,2,2,2,2,3,3,5,4,16,0
OG0001027,427,5,11,4,5,5,7,3,5,6,5,7,2,1,3,4,1
OG0001028,428,7,4,5,3,7,7,3,3,3,3,9,3,5,3,4,8
OG0001029,429,1,1,8,3,8,5,6,4,4,4,5,12,3,3,3,5
OG0001030,430,3,6,5,6,7,8,3,4,4,3,10,3,3,2,6,0
OG0001032,431,3,3,3,3,2,5,5,4,5,5,6,1,2,6,2,5
OG0001033,432,3,5,7,5,7,9,6,7,6,7,5,1,2,1,3,2
OG0001041,433,2,4,5,5,7,6,4,4,4,4,6,3,6,4,2,4
OG0001042,434,5,3,3,4,5,4,5,5,6,5,5,6,0,2,2,1
OG0001043,435,5,4,4,4,4,7,3,5,5,5,4,6,4,4,5,0
OG0001044,436,5,3,4,1,1,8,7,6,7,8,9,1,2,1,2,3
OG0001045,437,5,3,3,3,6,5,3,3,3,2,6,4,3,3,9,3
OG0001046,438,5,4,3,4,6,6,7,6,7,6,9,2,2,2,2,2
OG0001047,439,4,4,3,4,4,11,4,6,5,4,6,4,2,1,1,6
OG0001048,440,4,2,2,2,4,4,1,1,1,1,5,5,12,13,14,0
OG0001051,441,6,4,5,4,6,8,7,5,5,5,9,4,2,3,2,1
OG0001052,442,6,3,3,2,3,4,4,5,6,7,2,7,8,5,11,0
OG0001053,443,1,3,4,1,4,2,4,3,3,3,3,3,6,4,2,1
OG0001054,444,5,4,4,4,6,6,4,3,7,4,4,2,9,4,6,3
OG0001056,445,4,4,4,3,5,5,6,4,5,5,4,6,4,4,6,3
OG0001057,446,3,2,2,1,3,4,2,3,3,4,7,5,3,1,1,1
OG0001058,447,3,3,2,4,6,6,2,3,3,3,4,6,4,6,16,4
OG0001059,448,0,2,1,2,2,3,6,5,8,7,2,7,10,4,8,0
OG0001062,449,7,4,2,4,6,7,3,4,3,3,13,2,2,3,3,0
OG0001063,450,4,2,3,3,7,8,5,7,7,7,2,3,3,3,1,6
OG0001064,451,4,4,4,4,7,8,5,3,5,5,10,2,2,3,2,4
OG0001065,452,3,3,2,3,4,4,4,4,5,5,9,2,4,2,7,4
OG0001066,453,7,5,7,6,4,7,5,5,5,5,5,5,3,1,3,2
OG0001067,454,8,12,11,5,10,13,2,4,4,5,1,0,0,0,0,0
OG0001068,455,7,4,3,4,6,16,4,3,5,3,10,2,2,2,3,0
OG0001069,456,6,5,5,3,8,8,3,4,4,4,8,2,4,3,2,2
OG0001070,457,3,3,4,5,4,5,4,5,4,4,5,6,9,4,10,0
OG0001071,458,2,2,2,2,3,3,4,4,4,4,3,3,7,4,8,2
OG0001072,459,5,5,5,4,5,7,3,4,4,4,4,4,3,3,4,8
OG0001073,460,3,4,4,4,5,6,3,5,4,4,5,3,7,6,6,3
OG0001074,461,2,1,1,1,2,8,2,2,2,5,3,7,5,7,9,2
OG0001075,462,3,4,4,4,7,6,4,4,4,5,8,3,5,4,4,3
OG0001076,463,5,3,3,3,5,6,4,4,5,4,8,3,3,4,4,2
OG0001077,464,3,7,5,5,7,7,3,4,5,5,7,1,2,3,3,3
OG0001079,465,3,2,2,2,3,4,8,6,6,7,4,2,3,2,2,2
OG0001081,466,3,3,2,3,5,4,6,3,3,3,5,7,6,6,6,6
OG0001082,467,4,5,4,3,5,4,5,5,5,5,3,5,5,3,3,5
OG0001085,468,4,3,5,3,4,4,3,3,3,3,4,6,1,3,2,6
OG0001086,469,5,3,4,3,6,6,3,3,3,3,7,3,4,3,4,6
OG0001087,470,5,4,4,4,4,7,4,7,5,5,6,1,3,1,1,4
OG0001088,471,6,4,4,3,7,5,2,2,2,2,11,4,5,3,3,4
OG0001089,472,5,3,4,3,4,6,1,2,4,3,2,8,0,12,1,0
OG0001090,473,4,4,4,3,8,7,5,4,5,6,4,3,5,4,3,2
OG0001091,474,12,6,5,7,10,5,3,4,4,4,3,1,4,2,4,0
OG0001092,475,4,6,4,4,5,7,4,3,3,3,5,2,4,2,2,2
OG0001093,476,3,1,1,1,2,2,4,4,6,4,3,4,6,3,13,2
OG0001094,477,5,3,3,4,7,5,5,4,4,4,7,3,4,2,0,2
OG0001095,478,5,2,2,3,5,6,7,7,6,6,10,2,4,4,2,3
OG0001096,479,3,4,4,4,4,6,5,5,4,5,12,4,3,2,1,5
OG0001098,480,5,3,3,4,4,6,6,6,7,6,5,6,3,1,6,2
OG0001099,481,7,6,7,2,7,6,1,3,1,1,4,2,1,2,1,1
OG0001100,482,2,5,4,5,3,5,3,3,3,5,4,7,7,3,8,3
OG0001101,483,5,3,3,3,6,7,6,5,5,7,10,1,4,4,1,3
OG0001103,484,4,4,1,4,5,6,2,1,4,3,3,2,1,3,2,1
OG0001108,485,4,5,4,4,6,6,5,5,5,5,7,2,2,4,2,4
OG0001109,486,6,3,4,2,5,5,4,5,3,3,8,4,2,5,1,2
OG0001110,487,4,3,3,4,6,5,7,6,5,6,8,4,3,2,2,0
OG0001111,488,5,4,4,4,6,5,7,6,6,7,9,2,3,2,1,1
OG0001113,489,6,5,5,5,6,5,3,4,4,4,6,6,4,2,1,5
OG0001114,490,2,4,3,3,4,4,2,2,3,3,5,11,7,3,5,2
OG0001115,491,5,1,6,3,4,5,3,5,2,3,5,7,2,4,6,6
OG0001116,492,4,6,2,3,4,6,3,7,5,5,3,2,2,3,3,4
OG0001117,493,4,4,3,4,4,7,4,3,3,3,3,7,3,7,2,3
OG0001118,494,4,2,2,2,3,3,4,3,4,4,3,7,14,5,9,0
OG0001119,495,9,5,5,5,7,7,4,4,4,4,7,2,2,3,2,3
OG0001120,496,4,3,3,3,5,6,5,5,5,5,7,3,6,4,5,4
OG0001121,497,3,3,3,3,5,7,7,7,9,7,7,2,3,2,1,3
OG0001122,498,3,3,3,3,5,12,3,3,3,3,4,2,4,6,13,1
OG0001133,499,4,4,5,4,5,7,3,4,4,3,5,7,5,2,4,0
OG0001134,500,11,4,6,4,8,7,2,3,2,3,11,3,3,3,2,0
OG0001135,501,4,6,7,5,6,4,5,5,5,5,3,5,4,2,4,2
OG0001136,502,5,3,3,3,6,7,4,2,3,2,5,3,4,5,7,1
OG0001137,503,4,3,3,3,5,4,1,1,1,1,12,7,13,4,6,2
OG0001138,504,4,1,2,2,2,4,1,1,1,1,3,12,3,9,8,1
OG0001139,505,7,4,4,4,7,6,5,5,6,6,8,1,2,2,2,2
OG0001140,506,4,3,3,3,6,6,4,3,3,3,6,3,2,2,4,3
OG0001141,507,2,1,1,1,3,2,4,3,4,6,6,10,4,5,6,0
OG0001142,508,3,4,4,3,5,5,4,4,4,4,5,4,4,3,3,7
OG0001143,509,3,5,5,4,7,8,4,5,3,3,7,0,1,5,2,4
OG0001144,510,3,3,3,3,5,4,5,4,5,5,5,2,4,2,5,3
OG0001145,511,6,3,3,4,7,7,6,5,9,4,16,0,0,0,0,0
OG0001146,512,5,3,4,3,7,6,3,3,4,3,7,2,1,1,2,4
OG0001147,513,2,3,3,3,5,6,4,3,3,3,6,6,6,5,5,7
OG0001148,514,6,5,4,4,7,6,4,5,4,5,5,4,4,3,3,3
OG0001149,515,7,6,4,5,7,7,8,8,5,8,7,0,0,0,0,0
OG0001150,516,5,3,3,2,6,4,7,8,8,6,12,2,2,2,2,0
OG0001151,517,3,3,4,3,5,6,6,5,5,6,5,2,2,2,1,4
OG0001152,518,6,4,2,2,3,12,4,4,3,3,2,1,3,4,2,4
OG0001153,519,3,4,3,3,4,5,4,3,3,4,3,2,1,6,4,6
OG0001154,520,4,3,3,2,2,3,5,4,4,4,4,6,6,7,12,3
OG0001156,521,0,1,7,8,6,5,6,11,9,11,7,0,0,0,0,0
OG0001160,522,5,3,3,3,3,5,4,4,4,4,6,1,11,3,1,3
OG0001161,523,7,5,5,6,7,7,4,4,6,5,6,1,2,2,1,3
OG0001163,524,8,2,1,3,1,2,8,12,5,4,2,3,4,1,2,4
OG0001165,525,4,4,1,3,2,3,5,5,8,8,2,2,3,2,3,2
OG0001166,526,5,3,3,3,7,5,3,5,6,6,6,2,3,2,3,5
OG0001167,527,3,2,1,1,5,4,6,5,7,5,6,5,0,3,4,5
OG0001168,528,5,4,4,4,8,8,4,4,5,5,10,2,2,2,2,1
OG0001169,529,3,3,3,3,4,3,3,4,4,4,3,2,3,1,2,4
OG0001170,530,4,3,2,2,4,4,2,2,2,5,5,3,5,3,9,6
OG0001171,531,5,4,4,4,7,6,5,4,3,2,8,6,2,3,2,5
OG0001174,532,5,4,4,4,5,6,3,4,4,4,5,3,3,3,5,0
OG0001175,533,3,2,2,2,3,5,1,2,4,3,3,1,3,4,5,5
OG0001176,534,3,4,3,4,4,4,4,3,3,3,6,2,1,2,2,3
OG0001178,535,7,5,4,4,5,9,5,5,5,6,3,2,2,3,5,1
OG0001179,536,8,4,4,4,6,9,4,4,4,4,7,1,2,2,1,5
OG0001180,537,4,3,4,2,5,6,3,2,3,3,7,9,8,3,6,1
OG0001181,538,4,4,4,4,6,6,4,5,4,6,8,2,3,3,2,4
OG0001182,539,3,4,4,3,6,7,2,2,2,2,3,2,6,3,4,3
OG0001183,540,4,3,2,3,3,7,2,3,4,4,1,2,11,5,6,0
OG0001184,541,3,2,3,3,6,6,4,3,3,3,6,5,3,2,6,0
OG0001185,542,4,5,5,5,6,5,4,4,4,4,9,1,1,2,2,5
OG0001187,543,3,7,9,4,6,8,6,4,5,6,5,1,2,2,2,0
OG0001188,544,0,5,0,3,4,3,9,8,9,4,2,5,7,5,0,0
OG0001193,545,5,3,4,3,5,4,7,6,6,6,8,2,2,1,2,4
OG0001194,546,4,3,3,3,5,6,4,4,4,4,5,5,1,3,1,4
OG0001195,547,3,2,2,2,2,3,2,2,2,2,5,9,3,3,6,2
OG0001196,548,1,2,1,2,3,4,2,2,2,1,4,9,8,10,10,4
OG0001197,549,3,1,1,1,2,2,2,1,3,2,3,8,4,6,0,0
OG0001198,550,7,4,8,4,6,6,4,5,4,5,5,1,3,1,3,3
OG0001199,551,3,3,3,3,5,6,7,7,5,6,3,5,1,4,0,0
OG0001200,552,4,4,4,4,5,6,4,3,4,4,5,1,6,2,3,8
OG0001201,553,5,4,3,3,5,6,4,4,3,3,7,4,9,3,3,4
OG0001204,554,5,4,3,4,4,6,6,4,5,6,3,3,1,2,1,4
OG0001205,555,1,3,4,4,5,8,6,3,6,4,1,3,1,4,4,0
OG0001206,556,6,3,3,3,3,4,4,3,4,3,7,3,3,2,3,2
OG0001207,557,4,2,2,2,4,4,3,3,3,3,3,5,5,6,2,6
OG0001209,558,5,8,6,5,7,8,2,3,2,2,4,2,3,4,8,1
OG0001211,559,5,4,3,4,7,7,3,6,5,5,8,3,2,3,3,2
OG0001214,560,1,1,4,1,1,7,3,2,6,5,1,3,11,3,3,0
OG0001215,561,2,2,3,2,4,4,5,4,5,5,6,3,3,4,3,6
OG0001216,562,2,3,3,2,4,4,4,4,4,4,4,2,1,1,3,3
OG0001224,563,4,2,2,2,2,4,3,4,4,4,4,8,6,5,4,1
OG0001225,564,4,4,5,4,4,4,5,5,5,5,6,0,1,6,2,2
OG0001226,565,5,4,4,3,4,7,4,5,4,4,8,3,3,3,3,2
OG0001227,566,5,4,5,3,7,3,3,4,3,4,13,5,1,3,2,4
OG0001228,567,5,4,4,4,8,6,5,5,5,5,7,2,2,2,4,0
OG0001229,568,4,4,5,4,8,7,3,2,3,3,6,5,4,5,3,0
OG0001230,569,6,4,3,3,7,7,4,4,4,2,9,2,2,2,3,3
OG0001231,570,4,1,5,7,5,7,4,7,1,4,0,1,4,4,2,0
OG0001232,571,4,3,3,3,6,6,7,2,5,3,7,2,2,2,2,3
OG0001233,572,4,4,6,3,5,4,4,4,2,4,4,5,8,4,0,4
OG0001234,573,5,3,4,4,7,8,4,6,5,5,4,2,3,2,2,2
OG0001235,574,3,3,3,3,4,6,3,4,4,4,5,2,3,5,1,1
OG0001236,575,3,3,3,3,3,5,2,2,2,2,2,4,2,3,2,5
OG0001237,576,10,4,5,3,3,6,5,4,2,1,4,7,5,3,4,0
OG0001238,577,4,3,4,3,5,5,4,3,4,4,6,4,4,3,1,5
OG0001240,578,2,1,2,1,1,2,2,3,4,4,3,12,8,6,11,3
OG0001241,579,5,3,3,3,6,6,5,4,4,4,8,1,2,3,2,4
OG0001252,580,4,3,3,4,6,6,3,3,4,4,5,4,3,4,4,1
OG0001253,581,6,3,3,2,4,5,4,4,5,5,7,4,4,3,5,4
OG0001254,582,5,3,4,3,4,3,4,4,4,4,6,3,3,6,4,5
OG0001255,583,5,3,4,2,5,5,6,5,5,4,9,2,6,1,1,2
OG0001257,584,5,4,4,3,4,3,3,4,4,3,3,4,4,2,4,8
OG0001258,585,5,3,3,2,4,6,7,5,7,7,6,1,1,1,1,4
OG0001260,586,2,10,6,6,10,7,6,0,3,2,4,0,0,0,0,4
OG0001261,587,5,4,6,5,11,8,4,5,4,4,8,1,1,1,1,0
OG0001262,588,3,2,2,2,3,4,3,3,3,2,3,5,6,2,11,11
OG0001263,589,4,4,4,3,5,6,3,2,3,3,4,1,1,1,2,3
OG0001264,590,4,2,1,2,1,4,0,3,3,3,2,3,7,1,2,2
OG0001266,591,5,3,3,4,4,7,4,5,6,5,4,4,3,4,4,2
OG0001267,592,4,4,2,4,5,5,4,3,4,4,7,3,3,2,2,5
OG0001268,593,5,5,5,4,6,8,2,2,3,2,7,5,4,4,3,2
OG0001269,594,2,3,3,3,5,4,4,3,4,4,7,2,2,5,3,6
OG0001270,595,2,3,3,3,4,1,6,4,4,2,4,5,11,3,2,1
OG0001271,596,2,2,6,4,4,3,4,8,7,8,1,5,4,4,1,3
OG0001272,597,2,2,3,2,7,7,8,6,3,4,6,1,7,5,4,1
OG0001273,598,3,4,4,4,5,4,2,4,4,3,3,2,2,3,3,2
OG0001274,599,5,3,5,5,3,3,5,5,4,6,4,4,2,7,2,3
OG0001275,600,1,1,3,2,4,5,6,8,7,1,4,2,2,2,4,2
OG0001279,601,4,3,3,3,5,6,4,5,4,4,6,2,3,1,2,0
OG0001280,602,4,1,1,1,2,4,4,4,2,3,3,9,3,10,3,0
OG0001281,603,4,2,3,3,4,6,4,4,3,3,7,5,2,3,4,2
OG0001282,604,5,3,4,3,4,5,4,4,5,5,4,0,7,2,8,2
OG0001283,605,5,4,4,3,4,5,6,4,4,3,4,1,4,2,2,3
OG0001284,606,3,3,3,3,4,6,4,3,4,4,5,2,6,5,2,4
OG0001285,607,2,3,3,3,6,5,4,2,4,5,5,6,10,4,3,0
OG0001286,608,3,5,3,3,5,3,5,6,5,5,10,4,3,2,3,1
OG0001287,609,4,2,4,3,5,7,5,5,4,5,9,2,2,2,1,2
OG0001288,610,6,8,5,5,7,6,2,1,1,1,5,2,2,2,4,1
OG0001290,611,3,2,2,2,3,4,2,9,2,2,4,2,2,5,2,2
OG0001291,612,2,2,3,3,4,4,3,4,3,3,4,2,5,4,12,4
OG0001292,613,4,3,2,1,6,5,3,6,3,3,3,2,2,5,5,1
OG0001293,614,5,4,5,3,5,9,5,3,6,6,4,1,3,3,5,0
OG0001294,615,6,5,3,3,5,3,3,2,3,3,4,6,4,5,2,4
OG0001295,616,4,4,4,4,8,6,4,3,4,3,11,1,2,2,2,1
OG0001296,617,6,3,3,3,4,4,3,2,2,2,1,5,8,4,1,4
OG0001297,618,4,4,4,5,5,6,3,3,2,4,3,3,3,4,2,1
OG0001298,619,5,3,4,4,7,6,5,5,5,4,9,1,1,1,2,4
OG0001299,620,1,3,4,3,4,3,3,3,3,3,3,7,2,2,15,0
OG0001300,621,4,3,3,2,5,5,5,5,3,4,6,3,4,3,3,4
OG0001301,622,5,4,4,3,7,7,6,5,5,5,9,2,1,1,0,1
OG0001302,623,5,3,4,3,6,5,8,5,6,5,7,0,0,0,0,0
OG0001303,624,5,3,5,4,7,7,5,4,3,3,6,1,0,1,1,1
OG0001304,625,2,2,3,3,3,3,0,3,3,1,4,4,7,2,1,4
OG0001305,626,8,1,3,2,1,2,4,5,8,7,4,1,1,3,5,4
OG0001313,627,2,3,2,3,3,4,4,4,4,4,5,1,7,2,2,1
OG0001314,628,4,5,4,4,6,6,5,5,6,4,6,2,0,3,1,1
OG0001315,629,3,2,3,3,3,5,2,2,2,2,7,1,2,2,3,1
OG0001316,630,4,4,4,4,8,4,4,4,4,4,1,3,2,2,2,2
OG0001318,631,2,2,2,2,4,6,3,3,2,3,5,4,0,6,6,2
OG0001319,632,4,5,5,5,4,4,3,3,3,3,4,4,4,5,5,3
OG0001320,633,4,2,3,2,4,4,3,3,3,3,4,2,2,3,2,5
OG0001321,634,4,5,3,3,4,6,6,4,4,4,4,4,5,1,5,3
OG0001322,635,4,5,5,3,7,4,2,2,2,2,4,7,4,2,2,2
OG0001323,636,3,3,2,3,5,4,4,3,4,4,7,1,5,3,3,5
OG0001325,637,4,3,4,3,7,8,4,3,6,4,8,1,3,2,2,4
OG0001327,638,5,4,4,4,5,4,5,4,6,3,5,2,2,1,2,5
OG0001328,639,5,5,5,3,5,9,4,3,4,4,8,1,2,2,2,2
OG0001329,640,2,6,2,3,6,6,1,2,2,2,3,10,2,11,5,0
OG0001330,641,4,3,2,2,4,6,4,3,4,4,4,2,2,2,3,5
OG0001331,642,1,3,2,1,4,2,7,3,6,13,5,6,4,2,4,2
OG0001332,643,2,3,4,2,2,1,4,4,4,3,3,2,8,5,6,0
OG0001334,644,3,3,4,3,4,7,5,5,5,5,6,1,2,2,1,3
OG0001335,645,6,4,4,2,4,8,4,4,4,4,8,2,3,3,2,4
OG0001336,646,5,7,2,3,4,4,6,6,6,6,5,2,1,1,2,4
OG0001337,647,2,3,2,3,4,6,5,5,5,5,9,1,3,3,3,4
OG0001339,648,2,3,4,4,5,4,2,2,2,2,2,1,6,2,3,5
OG0001340,649,2,2,1,1,3,3,5,14,5,5,4,4,2,1,2,5
OG0001343,650,3,2,2,3,3,5,4,2,3,4,7,4,1,1,1,0
OG0001344,651,5,8,9,5,4,6,3,4,4,5,2,2,1,1,1,2
OG0001345,652,5,3,4,2,5,5,4,3,3,4,10,3,3,5,1,1
OG0001346,653,4,2,4,2,4,4,7,6,6,7,5,0,1,2,0,5
OG0001347,654,6,3,3,2,3,6,3,3,3,3,5,4,3,5,1,6
OG0001348,655,2,2,2,2,4,3,2,1,1,1,6,4,5,3,4,2
OG0001349,656,6,2,2,2,4,4,6,7,5,6,8,5,1,1,0,0
OG0001350,657,3,3,7,3,5,6,4,5,4,4,7,2,2,1,2,5
OG0001351,658,2,2,2,2,3,4,9,8,6,6,3,1,2,4,2,3
OG0001352,659,3,2,3,1,4,3,4,7,4,4,4,3,9,8,1,0
OG0001353,660,2,3,3,3,4,6,4,3,4,4,10,4,5,4,4,1
OG0001354,661,3,4,2,3,4,4,3,2,4,3,4,1,3,1,2,4
OG0001355,662,1,2,3,1,3,4,4,4,2,3,4,2,2,1,1,10
OG0001357,663,7,2,2,2,4,4,5,5,6,6,6,1,6,3,3,3
OG0001358,664,5,5,5,4,6,8,3,2,2,2,5,2,4,3,2,6
OG0001359,665,6,6,9,5,3,3,7,5,4,6,4,0,0,0,0,0
OG0001361,666,2,3,3,3,6,7,3,4,4,4,8,2,3,2,2,4
OG0001362,667,5,3,3,3,4,5,5,4,5,5,1,6,4,5,1,1
OG0001363,668,4,4,5,4,6,5,5,5,5,5,8,1,2,1,2,1
OG0001364,669,3,1,2,1,2,3,4,2,2,3,1,7,8,4,14,3
OG0001365,670,3,6,4,4,3,3,3,3,3,3,4,1,6,6,2,1
OG0001366,671,2,4,2,5,4,3,5,5,4,4,3,3,6,3,4,2
OG0001367,672,5,3,6,1,2,6,4,1,3,4,2,3,6,5,5,0
OG0001368,673,4,3,3,3,4,3,5,6,4,5,3,2,3,6,2,2
OG0001369,674,5,4,4,4,5,7,2,2,2,3,3,2,7,4,10,1
OG0001370,675,4,3,3,2,4,3,3,3,3,3,5,2,2,3,3,11
OG0001371,676,2,2,2,2,2,2,2,2,2,2,2,9,15,3,1,3
OG0001372,677,2,2,2,2,3,2,2,2,2,2,4,4,6,6,8,3
OG0001373,678,2,5,2,2,4,2,5,4,10,4,10,2,7,2,3,1
OG0001374,679,1,1,4,4,4,3,2,3,3,3,2,2,7,4,5,2
OG0001375,680,1,4,4,3,6,5,2,2,2,3,7,1,6,5,6,2
